Sr. No,Entity Name,Website of RE,Entity Type,Name of the DLA,Name of the owner of DLA (Self-owned/ name of LSP in case DLA is of LSP),Available on (Website/ Name of app store),Link to DLA
154,ASH GROVE CAPITAL PRIVATE LIMITED (FORMERLY KNOWN A UNOGROWTH CREDIT INDIA PRIVATE LIMITED),https://www.ashgrove.in/,NBFC,CoBorrow,Third Unicorn Private Limited,https://www.coborrow.in,https://www.coborrow.in
155,ASIRVAD MICRO FINANCE LIMITED,https://asirvadmicrofinance.co.in/digital-lending/,NBFC,Asirvad Online Gold Loan (OGL),Asirvad Mico Finance Limited – Self owned,Google Play store,https://play.google.com/store/apps/details?id=com.asirvadogl
156,,https://asirvadmicrofinance.co.in/digital-lending/,NBFC,Asirvad Online Gold Loan (OGL),Asirvad Mico Finance Limited – Self owned,Website,https://asirvadmicrofinance.co.in/online-gold-loan/
157,ATD FINANCIAL SERVICES PVT LTD,https://atdfinance.in/index.php,NBFC,ATD MONEY,ATD FINANCIAL SERVICES PVT LTD,"Website: https://www.atdmoney.com/, Google Play Store: ATD Money",https://atdfinance.in/atd-money.php
158,,https://atdfinance.in/index.php,NBFC,MY LOAN,MYLOANBAZAR DOT COM,"Website:https://myloanbazar.in/, Google Play Store: My Loan",https://atdfinance.in/my-loan-bazar.php
159,AUREUS FINVEST PRIVATE LIMITED  (EARLIER KNOWN AS SHIVDURGA TRADING (P) LTD),https://aureusfinvest.com/,NBFC,Creditt+,Credify Technologies Private Limited (App/Platform Licenced to Aureus Finvest Private Limited),App Store (iOS),https://apps.apple.com/in/app/creditt-personal-loan-app/id1330936066
160,,https://aureusfinvest.com/,NBFC,Creditt+,Credify Technologies Private Limited (App/Platform Licenced to Aureus Finvest Private Limited),Website,https://credittnow.com/
161,,https://aureusfinvest.com/,NBFC,myklinq,Aureus Finvest Private Limited (Self-owned),App Store (iOS),https://apps.apple.com/in/app/id6771667143
162,,https://aureusfinvest.com/,NBFC,myklinq,Aureus Finvest Private Limited (Self-owned),Google Play Store (Android),https://play.google.com/store/apps/details?id=com.myklinq
163,,https://aureusfinvest.com/,NBFC,myklinq,Aureus Finvest Private Limited (Self-owned),Website,https://loan.myklinq.com/
164,AU SMALL FINANCE BANK LIMITED,https://www.au.bank.in/pdfs/raise-a-complaint/grievance-redressal-mechanism.pdf,BANK,AU 0101 Business - Internet Banking,Self-owned,Website,https://www.au.bank.in/business-banking
165,,https://www.au.bank.in/pdfs/raise-a-complaint/grievance-redressal-mechanism.pdf,BANK,AU 0101 Business - Mobile Banking,Self-owned,Google Play Store/Apple App Store,https://play.google.com/store/apps/details?id=com.au.mrct
166,,https://www.au.bank.in/pdfs/raise-a-complaint/grievance-redressal-mechanism.pdf,BANK,AU 0101 Mobile Banking,Self-owned,Google Play Store/Apple App Store,https://play.google.com/store/apps/details?id=com.ausmallfinancebank.amb
167,,https://www.au.bank.in/pdfs/raise-a-complaint/grievance-redressal-mechanism.pdf,BANK,AU 0101 Net Banking,Self-owned,Website,https://www.au.bank.in/personal-banking
168,,https://www.au.bank.in/pdfs/raise-a-complaint/grievance-redressal-mechanism.pdf,BANK,AURO Chatbot,Self-owned,Website,https://www.au.bank.in/personal-banking/auro
169,,https://www.au.bank.in/pdfs/raise-a-complaint/grievance-redressal-mechanism.pdf,BANK,AU Website,Self-owned,Website,https://www.au.bank.in/
170,,https://www.au.bank.in/pdfs/raise-a-complaint/grievance-redressal-mechanism.pdf,BANK,Salesforce,Self-owned,Google Play Store/Apple App Store,Salesforce - Apps on Google Play
171,,https://www.au.bank.in/pdfs/raise-a-complaint/grievance-redressal-mechanism.pdf,BANK,WhatsApp Banking,Self-owned,Website,https://www.au.bank.in/personal-banking/digital-banking/online-banking/whatsapp-banking
172,"AUXILO FINSERVE PRIVATE LIMITED (W.E.F. SEPTEMBER 11, 2017)",https://www.auxilo.com/,NBFC,Propelld,Bluebear Technology Private Limited,Website,https://propelld.com/
173,AVANSE FINANCIAL SERVICES LTD,www.avanse.com,NBFC,Avanse ,Avanse Financial Services Ltd,Website,https://online.avanse.com/
174,,www.avanse.com,NBFC,Credit Fair,?K. M. Global Credit Private Limited* (No fresh sourcing from LSP arrangement),Website,https://creditfair.in
175,,www.avanse.com,NBFC,Edufin,Advansure tech Pvt Ltd* (No fresh sourcing from LSP arrangement),Website,https://www.edufin.in
176,,www.avanse.com,NBFC,Fly Hi,Flyhi Financial Services Ltd,Website,https://flyhifinance.com
177,,www.avanse.com,NBFC,Grayquest,Grayquest Education Finance Pvt Ltd* (No fresh sourcing from LSP arrangement),Website,https://grayquest.com
178,,www.avanse.com,NBFC,Grayquest,Grayquest Education Finance Pvt Ltd* (No fresh sourcing from LSP arrangement),Website,https://grayquest.com
179,,www.avanse.com,NBFC,Grayquest,Grayquest Education Finebsiteance Pvt Ltd* (No fresh sourcing from LSP arrangement),Website,https://grayquest.com
180,,www.avanse.com,NBFC,Gyandhan,Gyandhan Financial Services Private Limited,Website,https://nbfc.gyandhan.com/
181,,www.avanse.com,NBFC,Jodo?,Bharosepe Technology Services Pvt Ltd.* (No fresh sourcing from LSP arrangement),Website,https://www.jodo.in
182,,www.avanse.com,NBFC,Leo 1,Gajju Technologies Private Limited* (No fresh sourcing from LSP arrangement),Website,https://www.leo1.in
183,,www.avanse.com,NBFC,Propelld,Bluebear Technology Pvt Ltd,Website,https://propelld.com
184,,www.avanse.com,NBFC,Scholfe,Sarvam Fintech Pvt Ltd* (No fresh sourcing from LSP arrangement),Website,http://scholfe.com
185,,www.avanse.com,NBFC,TCPL,Techfino Capital private limited,Website,https://www.techfino.in
186,AVANTI FINANCE PRIVATE LIMITED,https://www.avantifinance.in/,NBFC,Aspire Fintech Private Limited (Web based paltform),Aspire Fintech Private Limited,Website,apply.letsaspire.in
187,,https://www.avantifinance.in/,NBFC,Avanti,Avanti Finance Private Limited,Avanti (Android),https://play.google.com/store/apps/details?id=com.indihood.avanti
188,,https://www.avantifinance.in/,NBFC,Betterplace Money,Betterplace Safety Solutions Private Limited,BetterPlace Money (Android),https://play.google.com/store/apps/details?id=com.app.betterplaceloans&hl=en_IN
189,,https://www.avantifinance.in/,NBFC,Entitled Solutions Private Limited (Web based paltform),Entitled Solutions Private Limited,Website,https://forms.sarvam.co/?partner=quess&emp_id=2000334576$aWt5YQ==
190,,https://www.avantifinance.in/,NBFC,Karmalife | EWA,Onionlife Private Limited (Karma life),Karmalife | EWA (Android),https://play.google.com/store/apps/details?id=in.onionlife.karmalife&hl=en_IN
191,,https://www.avantifinance.in/,NBFC,NIRA Instant Personal Loan App,Shuhari Tech Ventures Private Limited,Android,https://play.google.com/store/apps/details?id=com.nirafinance.customer&hl=en_IN&gl=IN
192,,https://www.avantifinance.in/,NBFC,PayMe: Personal Loan App,Hueytech Private Limited,PayMe: Personal Loan App (Android),https://play.google.com/store/apps/details?id=io.attabot.app.paymeindia&hl=en_IN&gl=IN
193,,https://www.avantifinance.in/,NBFC,PayMe: Personal Loan App,Hueytech Private Limited,PayMe: Personal Loan App (iOS),https://apps.apple.com/in/app/payme-personal-loan-app/id1282142711
194,AVANTI MICROFINANCE PRIVATE LIMITED,https://www.avantimfin.in/,NBFC,Avanti,Avanti Finance Private Limited,Avanti (Android),https://play.google.com/store/apps/details?id=com.indihood.avanti
195,AVINASH CAPITAL  MARKETS  PVT.  LTD.,https://avinashcapital.com/,NBFC,BrightLoans,Vimanotech India Private Limited ,App Store,https://apps.apple.com/in/app/brightloans-instant-loan/id6756614109
196,,https://avinashcapital.com/,NBFC,BrightLoans,Vimanotech India Private Limited ,Google Play Store,https://play.google.com/store/apps/details?id=com.devaashishcapitals.bls
197,,https://avinashcapital.com/,NBFC,BrightLoans,Vimanotech India Private Limited ,Website,Brightloans.in
198,,https://avinashcapital.com/,NBFC,Fixrupee,CRONBAY TECHNOLOGIES PRIVATE LIMITED,Google Play Store,https://play.google.com/store/apps/details?id=com.fixrupee.twa
199,,https://avinashcapital.com/,NBFC,Fixrupee,CRONBAY TECHNOLOGIES PRIVATE LIMITED,iOS App Store,https://apps.apple.com/in/app/id6756772453
200,,https://avinashcapital.com/,NBFC,Kreditbuddha,Vimanotech India Private Limited ,Google Play Store,https://play.google.com/store/apps/details?id=com.vimanotech.kreditbuddha
201,,https://avinashcapital.com/,NBFC,Kreditbuddha,Vimanotech India Private Limited ,Website,https://www.kreditbuddha.com/
202,,https://avinashcapital.com/,NBFC,Titan Fincorp ,Vimanotech India Private Limited ,Google Play Store,https://play.google.com/store/apps/details?id=com.vimanotech.titanfincorp
203,,https://avinashcapital.com/,NBFC,Titan Fincorp ,Vimanotech India Private Limited ,Website,https://www.titanfincorp.com/
204,AVON MONEY SOLUTION INDIA LIMITED,https://swastikfinance.in/,NBFC,ATM Cred,Swastik Finance Limited,Google Playstore,https://play.google.com/store/apps/details?id=vexil.infotech.atmcred
205,AXIS BANK LIMITED,https://www.axisbank.com/,BANK,Finnable: Personal Loan App,Finnable Credit Limited,PlayStore,https://play.google.com/store/apps/details?id=com.finnable.customer&hl=en_IN
206,,https://www.axis.bank.in,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/car-loan
207,,https://www.axis.bank.in,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/two-wheeler-loans
208,,https://www.axis.bank.in/,BANK,Amazon,Amazon Finance India Private Limited?,Amazon Shopping App (Android),https://play.google.com/store/apps/details?id=in.amazon.mShop.android.shopping
209,,https://www.axis.bank.in/,BANK,Amazon,Amazon Finance India Private Limited?,Amazon Shopping App (iOS),https://apps.apple.com/in/app/amazon-india-shop-pay-minitv/id1478350915
210,,https://www.axis.bank.in/,BANK,Amazon,Amazon Finance India Private Limited?,Mobile Web,https://amazon.in/personal-loan
211,,https://www.axis.bank.in/,BANK,"App Store: Axis Mobile: Pay, Invest & UPI",Self-owned,Play Store,https://apps.apple.com/in/app/axis-bank-mobile-banking/id699582556
212,,https://www.axis.bank.in/,BANK,Axis Bank Internet Banking,Self-owned,Internet Banking,https://omni.axis.bank.in/axisretailbanking/
213,,https://www.axis.bank.in/,BANK,Axis Bank Mobile Banking,Self-owned,Play Store,https://play.google.com/store/apps/details?id=com.axis.mobile
214,,https://www.axis.bank.in/,BANK,Axis Bank Neo for Corporate,Self-owned,App Store,https://apps.apple.com/in/app/neo-for-corporates/id6477910250
215,,https://www.axis.bank.in/,BANK,Axis Bank Neo for Corporate,Self-owned,Play Store,https://play.google.com/store/apps/details?id=com.axiscorporatebankapp
216,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/24x7-flexicredit
217,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/24x7-instant-loan
218,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/24x7-instant-loan/24x7-car-loan-top-up
219,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/24x7-instant-loan/24x7-overdraft-against-fixed-deposit
220,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/24x7-instant-loan/24x7-quick-overdrafts
221,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/business-loan
222,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/home-loan/top-up-home-loans
223,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/loan-against-securities
224,,https://www.axis.bank.in/,BANK,Axis Bank Website,Self-owned,Website,https://www.axis.bank.in/loans/personal-loan
225,,https://www.axis.bank.in/,BANK,"Axis Mobile: Pay, Invest & UPI",Self-owned,App Store,https://apps.apple.com/in/app/axis-bank-mobile-banking/id699582556
226,,https://www.axis.bank.in/,BANK,Bitrocket by CheQ,Bitrocket Labs Private Limited,Website,https://cheq.onelink.me/3UIC/kqzbhgy0
227,,https://www.axis.bank.in/,BANK,Freecharge Business App,Freecharge Business and Technology Services Limited ,Play Store,https://play.google.com/store/apps/details?id=com.freecharge.business
228,,https://www.axis.bank.in/,BANK,Google Pay,Google India Digital Services (Google Pay),App Store,https://apps.apple.com/in/app/google-pay-save-pay-manage/id1193357041
229,,https://www.axis.bank.in/,BANK,Google Pay,Google India Digital Services (Google Pay),Play Store,https://play.google.com/store/apps/details?id=com.google.android.apps.nbu.paisa.user&pcampaignid=web_share
230,,https://www.axis.bank.in/,BANK,INDmoney,Finzoomers Services Private Limited,App Store,https://apps.apple.com/in/app/indmoney-stocks-mutual-fund/id1450178837
231,,https://www.axis.bank.in/,BANK,INDmoney,Finzoomers Services Private Limited,Play Store,https://play.google.com/store/apps/details?id=in.indwealth&hl=en_IN
232,,https://www.axis.bank.in/,BANK,Neo for Merchants,Self-owned,App Store,https://apps.apple.com/in/app/neo-for-merchants/id6479882439
233,,https://www.axis.bank.in/,BANK,Neo for Merchants,Self-owned,Play Store,https://play.google.com/store/apps/details?id=com.neo.axis&hl=en-US
234,,https://www.axis.bank.in/,BANK,Paisabazaar,Paisabazaar Marketing and Consulting Private Limited,App Store,"‎Paisabazaar:Credit Score, Loan App - App Store"
235,,https://www.axis.bank.in/,BANK,Paisabazaar,Paisabazaar Marketing and Consulting Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.paisabazaar
236,,https://www.axis.bank.in/,BANK,Paisabazaar,Paisabazaar Marketing and Consulting Private Limited,Website,Axis Personal Loan - Apply for Axis Bank Personal Loan Online
237,,https://www.axis.bank.in/,BANK,Paytm,One97 Communications Limited,App Store,https://apps.apple.com/in/app/paytm-secure-upi-payments/id473941634
238,,https://www.axis.bank.in/,BANK,Paytm,One97 Communications Limited,Play Store,https://play.google.com/store/apps/details?id=net.one97.paytm
239,,https://www.axis.bank.in/,BANK,Siddhi,Self-owned,Website,https://www.axis.bank.in/cards/credit-card/instant-loan-on-credit-card#howtoapply
240,,https://www.axis.bank.in/,BANK,super.money,Scapic Innovations Private Limited,Appstore,https://apps.apple.com/in/app/super-money/id6502597504
241,,https://www.axis.bank.in/,BANK,super.money,Scapic Innovations Private Limited,Playstore,https://play.google.com/store/apps/details?id=money.super.payments&hl=en_IN
242,,https://www.axis.bank.in/,BANK,Tata Neu,Tata Digital Pvt. Ltd.,Appstore,https://apps.apple.com/in/app/tata-neu-shop-travel-finance/id1584669293
243,,https://www.axis.bank.in/,BANK,Tata Neu,Tata Digital Pvt. Ltd.,Playstore,https://play.google.com/store/search?q=tata+neu&c=apps&hl=en_IN
244,,https://www.axis.bank.in/,BANK,Tata Neu,Tata Digital Pvt. Ltd.,Website,https://www.tataneu.com
245,AXIS FINANCE LTD.,www.axisfinance.in,NBFC,Axis Finance Limited,Self Owned,Accessible via Axis Finance LOS Access control restrictions in place being an assisted journey.,https://retaillos.axisfinance.co.in/csfweb/
246,AYAAN FINSERVE INDIA PRIVATE LIMITED (FORMERLY CHARAT RAM SHRIRAM PVT. LTD.),https://afiloans.co.in/,NBFC,Ayaan Finserve India Pvt. Ltd,Ayaan Finserve India Pvt. Ltd,Website and App Store,https://play.google.com/store/apps/details?id=com.ayanfin
247,BABA LEASE AND INVESTMENT PRIVATE LIMITED,//babalease.com,NBFC,Paisa247,Riga marketplace Paisa247 Pvt Ltd,Website / Google play store / iOS store / Indus app store,www.paisa247.in / https://play.google.com/store/apps/details?id=in.paisa247&hl=en_IN / https://apps.apple.com/in/app/paisa247/id6751623280 / https://www.indusappstore.com/apps/finance/paisa247/in.paisa247/?page=details&id=in.paisa247
248,,//babalease.com,NBFC,Rupeeq.com,Intuino Business Consulting India Private Limited,Website,www.rupeeq.com
249,,//babalease.com,NBFC,Taplend,Self-Owned,Website / Google play store,https://taplend.in/ / https://play.google.com/store/apps/details?id=com.taplend.india
250,BAGMANE TRADERS (P) LTD,https://bagmanetraders.com,NBFC,SalaryMantra,Delviant AI Labs Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.salarymantra.app
251,,https://bagmanetraders.com,NBFC,SalaryMantra,Delviant AI Labs Private Limited,Website,https://salarymantra.com
252,BAJAJ FINANCE LTD.,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,50fin App,Fifty Fintech Pvt. Ltd,Apple App Store,https://apps.apple.com/us/app/50fin/id1669039122 
253,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,50fin: Loan Against Securities App,Fifty Fintech Pvt. Ltd,Google Play Store,https://play.google.com/store/apps/details?id=com.fiftyfin.app
254,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,50fin Website,Fifty Fintech Pvt. Ltd,Website ,https://www.50fin.in/
255,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,Airtel Thanks App,Xtelify Ltd.,Apple App Store,https://apps.apple.com/in/app/airtel-thanks-recharge-bank/id543184334
256,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,Airtel Thanks App,Xtelify Ltd.,Google Play Store,https://play.google.com/store/apps/details?id=com.myairtelapp
257,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,Airtel Website,Xtelify Ltd.,Website,https://www.airtel.in/airtel-thanks-app
258,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,Bajaj Finance App,Self-owned,Apple App Store,https://apps.apple.com/in/app/bajaj-finance-loans-upi-fd/id505454145
259,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,Bajaj Finance App,Self-owned,Google Play Store,play.google.com/store/apps/details?id=org.altruist.BajajExperia&shortlink=4n&c=Web_Business_UPI_7&pid=Web%20Business&source_caller=ui
260,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,Bajaj Markets App,Bajaj Finserv Direct Ltd.,Apple App Store,https://apps.apple.com/in/app/bajaj-finserv-markets-loan-app/id1482914241
261,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,Bajaj Markets App,Bajaj Finserv Direct Ltd.,Google Play Store,https://play.google.com/store/apps/details?id=in.bajajfinservmarkets.app&hl=en
262,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,Bajaj Markets Website,Bajaj Finserv Direct Ltd.,Website ,https://www.bajajfinservmarkets.in/
263,,https://www.bajajfinserv.in/bajaj-finserv-partners,NBFC,BFL Website,Self-owned,Website ,www.bajajfinserv.in
